"order_num","customer_no","order_date","order_time","store_name","order_amt"
"179765","dcb694d2","2025-03-18","10:13:03","好健康保健股份有限公司分公司_213","3234"
"95370","40be72d8","2024-07-06","10:44:36","好健康保健股份有限公司分公司_229","2260"
"66143","9e645198","2024-04-09","11:00:20","好健康保健股份有限公司分公司_296","44"
"68985","2cd985ef","2024-04-18","12:23:32","好健康保健股份有限公司分公司_218","1800"
"230677","cea6e0b1","2025-08-30","13:28:09","好健康保健股份有限公司分公司_209","3150"
"104276","d409101c","2024-08-03","18:05:42","好健康保健股份有限公司分公司_45","3456"
"215461","88444482","2025-07-05","14:41:29","好健康保健股份有限公司分公司_349","2951"
"84051","cd3aa67a","2024-06-04","21:47:26","好健康保健股份有限公司分公司_207","144"
"201002","546d2b9b","2025-05-19","14:46:44","好健康保健股份有限公司分公司_86","189"
"21205","798a83f6","2023-11-16","12:11:40","好健康保健股份有限公司分公司_66","8705"
"58080","6d048d9b","2024-03-13","11:15:23","好健康保健股份有限公司分公司_259","3190"
"119865","fbdb2b54","2024-09-19","14:20:54","好健康保健股份有限公司分公司_17","3870"
"207970","c9ed68a4","2025-06-11","16:00:50","好健康保健股份有限公司分公司_106","4247"
"177698","048ffd2a","2025-03-11","18:30:12","好健康保健股份有限公司分公司_88","2700"
"184201","85f4c3fa","2025-03-30","15:03:35","好健康保健股份有限公司分公司_72","3874"
"55723","05ede31a","2024-03-05","16:47:29","好健康保健股份有限公司分公司_72","234"
"96619","2b09d390","2024-07-10","13:19:47","好健康保健股份有限公司分公司_241","3450"
"194303","a82a43d9","2025-04-28","17:01:20","好健康保健股份有限公司分公司_241","1200"
"214142","bbd7c7f4","2025-07-01","08:56:31","好健康保健股份有限公司分公司_67","11432"
"29344","24587114","2023-12-12","09:30:27","好健康保健股份有限公司分公司_38","6419"
"185836","c323ae27","2025-04-03","18:37:14","好健康保健股份有限公司分公司_252","857"
"2667","2dcd57cc","2023-09-11","13:14:10","好健康保健股份有限公司分公司_35","455"
"8006","80176ea7","2023-09-30","17:15:32","好健康保健股份有限公司分公司_107","2995"
"167003","78d22a94","2025-02-07","19:27:21","好健康保健股份有限公司分公司_181","934"
"182171","4f602536","2025-03-24","17:45:36","好健康保健股份有限公司分公司_10","216"
"117869","c02253ce","2024-09-13","10:53:47","好健康保健股份有限公司分公司_138","4175"
"45113","6f1b66e5","2024-01-30","15:02:21","好健康保健股份有限公司分公司_24","121"
"36911","e0230daf","2024-01-02","11:14:41","好健康保健股份有限公司分公司_259","1800"
"134044","73c939f9","2024-11-02","12:34:44","好健康保健股份有限公司分公司_7","918"
"145668","ddfebe0b","2024-12-07","12:06:06","好健康保健股份有限公司分公司_107","1546"
"99779","2631c119","2024-07-19","18:37:46","好健康保健股份有限公司分公司_126","549"
"38473","0ad63ee7","2024-01-07","17:03:02","好健康保健股份有限公司分公司_183","1395"
"121509","2ffe2d72","2024-09-24","14:10:02","好健康保健股份有限公司分公司_106","1607"
"62433","979dc8b5","2024-03-27","15:37:01","好健康保健股份有限公司分公司_217","239"
"169737","843abb98","2025-02-16","12:13:37","好健康保健股份有限公司分公司_138","1585"
"78902","bdc0d2d2","2024-05-19","15:55:30","好健康保健股份有限公司分公司_87","1640"
"48211","60f84631","2024-02-08","14:09:20","好健康保健股份有限公司分公司_48","3812"
"48578","d63e9cf0","2024-02-09","17:21:39","好健康保健股份有限公司分公司_356","6020"
"132625","c01aa1cd","2024-10-28","16:48:29","好健康保健股份有限公司分公司_209","4272"
"81031","d8b653c9","2024-05-27","12:19:24","好健康保健股份有限公司分公司_9","1702"
"194037","08348725","2025-04-27","17:04:50","好健康保健股份有限公司分公司_10","210"
"32144","3cb1d7ab","2023-12-19","18:47:29","好健康保健股份有限公司分公司_278","1000"
"61597","94141565","2024-03-24","19:39:21","好健康保健股份有限公司分公司_253","945"
"12240","196cd35b","2023-10-16","17:26:43","好健康保健股份有限公司分公司_335","2990"
"209865","0e820381","2025-06-17","17:43:08","好健康保健股份有限公司分公司_177","1297"
"115708","9497d4a8","2024-09-06","19:29:04","好健康保健股份有限公司分公司_89","2060"
"222680","4dcdaefe","2025-08-01","17:08:03","好健康保健股份有限公司分公司_282","416"
"196981","9b3ef2c5","2025-05-06","16:13:29","好健康保健股份有限公司分公司_222","4934"
"99792","9853d262","2024-07-19","18:52:03","好健康保健股份有限公司分公司_95","2330"
"43791","048ffd2a","2024-01-25","19:05:22","好健康保健股份有限公司分公司_88","612"
"33080","fa6bd7f9","2023-12-22","17:29:35","好健康保健股份有限公司分公司_73","4796"
"41206","e4aa83d9","2024-01-16","21:27:38","好健康保健股份有限公司分公司_142","1224"
"48593","8dbdf6d6","2024-02-09","19:34:16","好健康保健股份有限公司分公司_56","297"
"25477","b17b6ec0","2023-12-01","17:29:59","好健康保健股份有限公司分公司_145","1033"
"28718","dfb34ae8","2023-12-10","14:02:57","好健康保健股份有限公司分公司_221","1142"
"36602","adba6af0","2023-12-31","18:17:49","好健康保健股份有限公司分公司_10","1798"
"17013","73999ca8","2023-11-02","13:55:43","好健康保健股份有限公司分公司_217","222"
"83077","d8ec367e","2024-06-02","14:02:01","好健康保健股份有限公司分公司_308","5875"
"180166","9ef60051","2025-03-19","10:03:50","好健康保健股份有限公司分公司_255","5100"
"202619","6abafa2f","2025-05-24","18:05:08","好健康保健股份有限公司分公司_6","196"
"124260","0a951019","2024-10-01","17:19:50","好健康保健股份有限公司分公司_70","150"
"195918","b4006f80","2025-05-03","09:24:08","好健康保健股份有限公司分公司_96","1420"
"179907","19b7a8aa","2025-03-18","15:34:40","好健康保健股份有限公司分公司_226","1620"
"4297","6be543cc","2023-09-17","09:20:15","好健康保健股份有限公司分公司_128","7200"
"95572","9fcda936","2024-07-06","19:54:18","好健康保健股份有限公司分公司_227","638"
"29401","56dedc94","2023-12-12","11:11:46","好健康保健股份有限公司分公司_259","198"
"8774","ff96ab22","2023-10-03","19:31:45","好健康保健股份有限公司分公司_33","1112"
"213647","740e8734","2025-06-29","17:14:31","好健康保健股份有限公司分公司_178","187"
"132879","9744b7dc","2024-10-29","13:08:34","好健康保健股份有限公司分公司_270","3400"
"212901","33655e0b","2025-06-27","10:50:59","好健康保健股份有限公司分公司_145","1620"
"51001","5be1902d","2024-02-19","17:49:48","好健康保健股份有限公司分公司_128","13200"
"53625","8564f94e","2024-02-27","16:54:18","好健康保健股份有限公司分公司_42","177"
"101790","54fe3b09","2024-07-27","12:00:08","好健康保健股份有限公司分公司_318","860"
"94393","196cd35b","2024-07-03","11:59:52","好健康保健股份有限公司分公司_335","3250"
"113687","23819673","2024-09-01","09:24:25","好健康保健股份有限公司分公司_320","1515"
"128259","55fa5c20","2024-10-15","10:24:16","好健康保健股份有限公司分公司_185","832"
"35482","fc797c5a","2023-12-29","08:56:10","好健康保健股份有限公司分公司_30","4269"
"182039","48b94a23","2025-03-24","14:20:48","好健康保健股份有限公司分公司_164","4109"
"18475","d2822e6f","2023-11-07","13:21:12","好健康保健股份有限公司分公司_250","1482"
"95230","a195c365","2024-07-05","18:00:45","好健康保健股份有限公司分公司_276","4047"
"2596","a5fadc13","2023-09-11","10:01:25","好健康保健股份有限公司分公司_13","2700"
"152139","cd7f0289","2024-12-24","11:36:03","好健康保健股份有限公司分公司_271","4993"
"117784","e0d7a472","2024-09-12","21:23:31","好健康保健股份有限公司分公司_273","808"
"3675","a8f2c6ae","2023-09-14","18:03:32","好健康保健股份有限公司分公司_217","439"
"189699","b1e62f9a","2025-04-14","18:44:32","好健康保健股份有限公司分公司_31","235"
"27916","139ed3d9","2023-12-08","13:00:58","好健康保健股份有限公司分公司_99","1112"
"67563","9c749cef","2024-04-13","15:35:32","好健康保健股份有限公司分公司_295","374"
"108536","95e692ca","2024-08-16","20:45:02","好健康保健股份有限公司分公司_177","159"
"76400","c62742d6","2024-05-11","15:27:32","好健康保健股份有限公司分公司_329","324"
"159294","970b55f1","2025-01-14","11:29:59","好健康保健股份有限公司分公司_208","205"
"25406","32d33caa","2023-12-01","15:48:06","好健康保健股份有限公司分公司_223","2968"
"64081","b81ebabd","2024-04-01","14:35:10","好健康保健股份有限公司分公司_111","345"
"110560","5740b71b","2024-08-22","20:49:44","好健康保健股份有限公司分公司_108","950"
"86711","45d54c70","2024-06-12","09:17:35","好健康保健股份有限公司分公司_38","72"
"185291","d6082dea","2025-04-02","13:20:05","好健康保健股份有限公司分公司_330","4370"
"151804","a2ad1456","2024-12-23","13:25:36","好健康保健股份有限公司分公司_289","159"
"52991","5e2c6d3f","2024-02-25","13:58:48","好健康保健股份有限公司分公司_310","290"
"213074","dff49ac6","2025-06-27","17:58:53","好健康保健股份有限公司分公司_317","1390"
"77924","afdacfae","2024-05-16","14:05:35","好健康保健股份有限公司分公司_217","1058"
"157332","75db12c5","2025-01-08","09:13:39","好健康保健股份有限公司分公司_31","620"
"184397","1619d0c2","2025-03-31","11:44:13","好健康保健股份有限公司分公司_26","465"
"104530","2872d6f3","2024-08-04","17:15:35","好健康保健股份有限公司分公司_88","2050"
"150265","274c8b6d","2024-12-18","20:33:13","好健康保健股份有限公司分公司_25","12700"
"194659","63a8a79b","2025-04-29","16:17:07","好健康保健股份有限公司分公司_340","203"
"110947","0fca18df","2024-08-24","10:22:50","好健康保健股份有限公司分公司_95","837"
"81141","91d7af73","2024-05-27","16:21:59","好健康保健股份有限公司分公司_145","588"
"12782","30c2a6e4","2023-10-18","16:31:04","好健康保健股份有限公司分公司_63","105"
"146009","16312f56","2024-12-08","11:47:25","好健康保健股份有限公司分公司_170","3290"
"41958","3b15097b","2024-01-19","12:55:41","好健康保健股份有限公司分公司_30","2165"
"85176","0364ad6a","2024-06-07","17:38:57","好健康保健股份有限公司分公司_90","239"
"129255","aed22b50","2024-10-17","20:16:20","好健康保健股份有限公司分公司_146","1046"
"220207","bdc05290","2025-07-23","19:03:40","好健康保健股份有限公司分公司_97","2499"
"130983","a5ba9971","2024-10-23","10:51:00","好健康保健股份有限公司分公司_4","1590"
"90913","943773b8","2024-06-23","12:57:48","好健康保健股份有限公司分公司_94","3069"
"101267","869b8373","2024-07-25","11:28:50","好健康保健股份有限公司分公司_217","189"
"186577","b7684ecd","2025-04-06","15:32:13","好健康保健股份有限公司分公司_32","4030"
"200746","4df52154","2025-05-18","16:03:42","好健康保健股份有限公司分公司_278","11389"
"47572","22b56a53","2024-02-06","21:52:17","好健康保健股份有限公司分公司_259","1140"
"222533","ef2b4018","2025-08-01","10:56:45","好健康保健股份有限公司分公司_118","159"
"99757","fbd6f0c0","2024-07-19","17:31:46","好健康保健股份有限公司分公司_148","138"
"15239","9c4549c4","2023-10-27","15:49:39","好健康保健股份有限公司分公司_186","882"
"8201","2cd7dec6","2023-10-01","14:17:49","好健康保健股份有限公司分公司_352","1395"
"71510","77e53f16","2024-04-26","21:00:56","好健康保健股份有限公司分公司_299","891"
"21470","6b1ac81a","2023-11-17","11:45:36","好健康保健股份有限公司分公司_240","218"
"105368","aff9db57","2024-08-07","11:00:19","好健康保健股份有限公司分公司_132","9"
"180639","c47d5994","2025-03-20","12:09:56","好健康保健股份有限公司分公司_240","1905"
"120462","f572c2c1","2024-09-21","10:32:34","好健康保健股份有限公司分公司_204","775"
"156405","cf30b959","2025-01-04","18:46:22","好健康保健股份有限公司分公司_184","6600"
"4627","84ef7eab","2023-09-18","13:55:26","好健康保健股份有限公司分公司_289","7448"
"25718","3eea28fa","2023-12-02","13:21:41","好健康保健股份有限公司分公司_34","2100"
"178422","61b82341","2025-03-13","19:01:27","好健康保健股份有限公司分公司_36","2200"
"46079","b9cab4b0","2024-02-02","09:38:03","好健康保健股份有限公司分公司_207","86"
"204432","415ecbbd","2025-05-31","12:07:01","好健康保健股份有限公司分公司_131","1034"
"146670","65a37f16","2024-12-09","20:06:57","好健康保健股份有限公司分公司_114","294"
"61832","5ada0801","2024-03-25","17:36:14","好健康保健股份有限公司分公司_257","2239"
"6156","5dc7fa5f","2023-09-24","16:29:41","好健康保健股份有限公司分公司_10","1913"
"33867","abee2454","2023-12-25","13:15:23","好健康保健股份有限公司分公司_240","180"
"115029","00e9fe93","2024-09-05","07:20:59","好健康保健股份有限公司分公司_4","871"
"166399","53c0ddc1","2025-02-06","11:52:02","好健康保健股份有限公司分公司_267","6000"
"130607","40be72d8","2024-10-22","08:20:14","好健康保健股份有限公司分公司_229","1660"
"213551","32fbb784","2025-06-29","12:21:55","好健康保健股份有限公司分公司_2","882"
"111321","413e9e8b","2024-08-25","14:06:31","好健康保健股份有限公司分公司_277","1800"
"13496","a6cdcb52","2023-10-21","13:47:01","好健康保健股份有限公司分公司_289","761"
"156938","479d068c","2025-01-06","18:44:21","好健康保健股份有限公司分公司_274","783"
"5198","21c28ba1","2023-09-20","18:16:36","好健康保健股份有限公司分公司_135","2032"
"158619","237a126f","2025-01-11","19:52:16","好健康保健股份有限公司分公司_129","670"
"129539","4a14ba58","2024-10-18","18:30:13","好健康保健股份有限公司分公司_283","1598"
"80772","35c68be2","2024-05-26","11:22:25","好健康保健股份有限公司分公司_229","324"
"29205","fe543627","2023-12-11","18:25:27","好健康保健股份有限公司分公司_2","1620"
"97586","ae23e86b","2024-07-13","10:14:57","好健康保健股份有限公司分公司_145","138"
"99658","450d9004","2024-07-19","13:32:22","好健康保健股份有限公司分公司_241","1711"
"37316","cc8b768a","2024-01-03","16:34:08","好健康保健股份有限公司分公司_287","882"
"22055","c326e402","2023-11-19","17:45:56","好健康保健股份有限公司分公司_226","4442"
"74046","1e8182c5","2024-05-04","18:56:00","好健康保健股份有限公司分公司_131","5520"
"74951","17a10965","2024-05-07","16:58:59","好健康保健股份有限公司分公司_144","4400"
"166147","9420016f","2025-02-05","16:50:18","好健康保健股份有限公司分公司_200","68"
"64470","cbe3d1c8","2024-04-02","19:25:10","好健康保健股份有限公司分公司_227","6062"
"120430","6fbdb91c","2024-09-21","07:44:08","好健康保健股份有限公司分公司_267","388"
"108542","5440e8bc","2024-08-16","21:01:19","好健康保健股份有限公司分公司_44","1013"
"191959","b716fc30","2025-04-21","11:36:16","好健康保健股份有限公司分公司_25","380"
"86205","73583263","2024-06-10","16:57:10","好健康保健股份有限公司分公司_94","119"
"111654","0f8fce02","2024-08-26","14:29:08","好健康保健股份有限公司分公司_143","7000"
"9851","d347d1ce","2023-10-07","17:09:14","好健康保健股份有限公司分公司_7","1000"
"197455","21de9183","2025-05-08","09:26:56","好健康保健股份有限公司分公司_148","309"
"164648","673c7866","2025-01-31","12:52:17","好健康保健股份有限公司分公司_120","7120"
"155282","12a7758b","2024-12-31","19:29:34","好健康保健股份有限公司分公司_29","6360"
"206198","761be86a","2025-06-06","12:27:17","好健康保健股份有限公司分公司_73","9507"
"127845","43f42392","2024-10-13","20:02:18","好健康保健股份有限公司分公司_274","186"
"101910","da8a2140","2024-07-27","16:12:01","好健康保健股份有限公司分公司_250","2947"
"212050","abea0fda","2025-06-24","15:43:13","好健康保健股份有限公司分公司_45","135"
"125752","229390ae","2024-10-07","12:29:58","好健康保健股份有限公司分公司_24","6348"
"66943","76e2eb99","2024-04-11","17:04:49","好健康保健股份有限公司分公司_299","1100"
"46695","6f5f7f51","2024-02-04","11:37:06","好健康保健股份有限公司分公司_202","1282"
"216914","4aed385d","2025-07-11","10:24:55","好健康保健股份有限公司分公司_296","171"
"210418","c5219b38","2025-06-19","12:10:41","好健康保健股份有限公司分公司_102","7035"
"209250","bffa75fb","2025-06-15","19:41:46","好健康保健股份有限公司分公司_6","108"
"162000","1d787772","2025-01-22","15:54:42","好健康保健股份有限公司分公司_186","438"
"124700","e5e0c26b","2024-10-03","15:38:38","好健康保健股份有限公司分公司_148","470"
"173924","b6c80276","2025-02-28","15:39:06","好健康保健股份有限公司分公司_117","1952"
"210065","8c5650c4","2025-06-18","12:09:17","好健康保健股份有限公司分公司_229","882"
"214831","30e2e748","2025-07-03","15:25:16","好健康保健股份有限公司分公司_287","345"
"7578","b825cc26","2023-09-28","20:59:08","好健康保健股份有限公司分公司_217","296"
"193342","51f7fb04","2025-04-25","12:50:02","好健康保健股份有限公司分公司_25","1917"
"217859","d99a62b5","2025-07-14","18:31:53","好健康保健股份有限公司分公司_324","606"
"94410","54cf979c","2024-07-03","12:35:43","好健康保健股份有限公司分公司_255","69"
"178892","8cb37cce","2025-03-15","12:08:23","好健康保健股份有限公司分公司_28","966"
"144822","9e359daa","2024-12-05","13:58:31","好健康保健股份有限公司分公司_236","428"
"31977","e1e9b4a2","2023-12-19","12:29:46","好健康保健股份有限公司分公司_216","2600"
