product_id,product_name,category,brand,list_price,sale_price,weight_dimensions,employee_id,create_date,modify_date
P00055,Product_55,3C,Brand_G,2515.62,2011.01,29x40x84cm,EMP0008,2024-09-13,
P00056,Product_56,美妝,Brand_A,2412.32,1891.45,1330g,EMP0006,2025-03-16,
P00057,Product_57,美妝,Brand_G,2502.53,1898.47,80x77x47cm,EMP0002,2024-08-07,
P00058,Product_58,食品,Brand_A,4249.25,3485.07,1199g,EMP0001,2024-07-06,
P00059,Product_59,家居,Brand_G,4176.51,3499.74,20x83x85cm,EMP0003,2024-08-23,
P00060,Product_60,食品,Brand_A,2077.25,1782.16,91x93x100cm,EMP0001,2024-10-12,
P00061,Product_61,服飾,Brand_C,1733.17,1324.63,283g,EMP0007,2024-07-22,
P00062,Product_62,3C,Brand_G,2510.45,2352.7,179g,EMP0008,2024-10-10,
P00063,Product_63,食品,Brand_B,2906.59,2157.97,4066g,EMP0000,2024-12-17,
P00064,Product_64,圖書,Brand_D,1267.85,1193.57,2001g,EMP0004,2025-03-23,
P00065,Product_65,圖書,Brand_G,3990.38,2808.09,96x63x74cm,EMP0000,2025-02-16,
P00066,Product_66,服飾,Brand_G,2483.77,2037.39,4990g,EMP0001,2024-12-19,
P00067,Product_67,服飾,Brand_F,1736.82,1360.52,60x97x45cm,EMP0008,2025-06-14,2025-07-21
P00068,Product_68,服飾,Brand_J,623.42,506.39,40x78x20cm,EMP0000,2024-10-20,
P00069,Product_69,服飾,Brand_A,1270.34,1070.47,2634g,EMP0001,2024-09-20,
P00070,Product_70,食品,Brand_H,4751.48,3843.46,2176g,EMP0009,2024-11-05,
P00071,Product_71,圖書,Brand_H,1594.99,1281.91,3082g,EMP0006,2025-06-30,
P00072,Product_72,家居,Brand_A,927.41,819.07,417g,EMP0006,2025-07-04,
P00073,Product_73,3C,Brand_B,2357.3,2054.31,97x34x83cm,EMP0004,2024-09-26,
P00074,Product_74,家居,Brand_B,1604.73,1457.6,2393g,EMP0004,2025-05-10,
P00075,Product_75,家居,Brand_J,272.28,207.61,80x48x12cm,EMP0004,2025-06-05,
P00076,Product_76,圖書,Brand_B,1683.41,1434.91,4371g,EMP0007,2025-05-28,
P00077,Product_77,家居,Brand_G,2766.13,2340.97,49x23x36cm,EMP0001,2025-01-27,
P00078,Product_78,圖書,Brand_F,2803.39,2221.5,89x99x32cm,EMP0001,2025-04-19,
P00079,Product_79,3C,Brand_G,1847.14,1517.45,2275g,EMP0005,2024-08-11,
P00080,Product_80,服飾,Brand_D,2291.78,1784.03,37x17x13cm,EMP0008,2025-01-04,
P00081,Product_81,食品,Brand_E,4831.04,3553.04,69x85x85cm,EMP0006,2024-10-01,
P00082,Product_82,服飾,Brand_G,1949.01,1468.48,2590g,EMP0007,2024-08-01,
P00083,Product_83,服飾,Brand_H,1365.31,991.73,2910g,EMP0008,2024-11-21,
P00084,Product_84,服飾,Brand_I,1292.99,1125.89,60x76x28cm,EMP0003,2024-11-24,
P00085,Product_85,家居,Brand_D,2343.05,2027.16,3388g,EMP0008,2025-03-17,
P00086,Product_86,3C,Brand_B,3821.65,3583.38,40x63x98cm,EMP0004,2024-09-06,
P00087,Product_87,3C,Brand_H,1109.34,978.9,2083g,EMP0008,2025-04-06,
P00088,Product_88,家居,Brand_E,3575.55,2549.41,52x85x39cm,EMP0001,2025-03-11,
P00089,Product_89,家居,Brand_B,203.63,187.56,71x19x64cm,EMP0001,2024-07-08,
P00090,Product_90,食品,Brand_H,2152.77,1971.22,4900g,EMP0006,2024-12-18,
P00091,Product_91,家居,Brand_C,3901.74,3163.65,14x21x24cm,EMP0002,2025-04-30,
P00092,Product_92,圖書,Brand_I,1759.79,1489.6,4516g,EMP0007,2024-10-15,
P00093,Product_93,3C,Brand_D,2862.31,2702.08,326g,EMP0007,2024-09-17,2024-11-04
P00094,Product_94,美妝,Brand_E,1104.4,920.05,4048g,EMP0009,2025-01-30,2025-04-09
P00095,Product_95,3C,Brand_G,3735.78,3460.57,39x12x43cm,EMP0005,2025-02-22,
P00096,Product_96,食品,Brand_A,356.17,256.71,3017g,EMP0008,2025-04-11,
P00097,Product_97,美妝,Brand_A,4277.46,3198.53,1017g,EMP0009,2024-11-13,2025-02-09
P00098,Product_98,3C,Brand_B,1071.16,867.84,74x46x45cm,EMP0006,2025-03-27,
P00099,Product_99,圖書,Brand_J,4384.55,3710.16,2701g,EMP0002,2024-08-13,
P00100,Product_100,服飾,Brand_I,1827.39,1652.06,127g,EMP0000,2025-03-10,
P00101,Product_101,3C,Brand_F,3641.15,3448.41,2300g,EMP0007,2025-06-14,
P00102,Product_102,3C,Brand_B,1664.2,1326.72,650g,EMP0009,2025-02-27,
P00103,Product_103,美妝,Brand_A,4538.97,3231.08,2422g,EMP0000,2024-09-04,
P00104,Product_104,3C,Brand_F,720.52,648.68,27x54x17cm,EMP0008,2024-12-17,
P00105,Product_105,美妝,Brand_G,974.75,829.61,37x92x84cm,EMP0001,2025-01-13,2025-01-22
P00106,Product_106,食品,Brand_J,2515.85,1885.97,72x81x23cm,EMP0000,2024-12-18,2025-05-09
P00107,Product_107,家居,Brand_E,501.5,413.09,691g,EMP0009,2024-09-17,
P00108,Product_108,食品,Brand_I,1060.3,938.98,1641g,EMP0004,2025-06-02,
P00109,Product_109,3C,Brand_A,4724.46,4217.07,92x74x28cm,EMP0001,2025-06-25,
P00110,Product_110,服飾,Brand_J,4884.8,4029.49,2892g,EMP0004,2025-04-22,
P00111,Product_111,圖書,Brand_C,1943.67,1508.88,2589g,EMP0006,2025-04-01,
P00112,Product_112,家居,Brand_A,4624.1,4362.54,4261g,EMP0000,2024-07-26,2025-05-02
P00113,Product_113,圖書,Brand_J,2769.64,2398.07,1616g,EMP0007,2025-02-24,2025-03-27
P00114,Product_114,服飾,Brand_J,1421.74,1140.32,10x67x47cm,EMP0003,2024-09-02,
P00115,Product_115,圖書,Brand_B,3541.75,2727.56,80x96x34cm,EMP0004,2024-08-08,2024-12-09
P00116,Product_116,家居,Brand_D,3328.62,2938.43,3933g,EMP0004,2024-10-08,
P00117,Product_117,家居,Brand_G,4946.71,3762.2,4354g,EMP0004,2025-03-19,2025-04-27
P00118,Product_118,食品,Brand_B,1398.73,1039.15,71x47x14cm,EMP0007,2024-11-12,
P00119,Product_119,美妝,Brand_F,3393.09,2824.61,4316g,EMP0009,2024-11-28,
P00120,Product_120,食品,Brand_J,354.92,274.17,3404g,EMP0001,2025-04-11,
P00121,Product_121,家居,Brand_H,656.87,563.09,66x18x24cm,EMP0008,2024-07-08,
P00122,Product_122,服飾,Brand_I,119.2,86.95,25x36x82cm,EMP0004,2025-01-21,
P00123,Product_123,服飾,Brand_C,4997.36,4316.4,1179g,EMP0005,2025-03-15,
P00124,Product_124,3C,Brand_J,4031.14,3107.3,36x11x96cm,EMP0007,2025-02-07,2025-07-19
P00125,Product_125,3C,Brand_I,3954.94,2768.7,4682g,EMP0008,2024-12-27,
P00126,Product_126,家居,Brand_D,2597.66,1900.8,17x92x77cm,EMP0007,2024-09-28,
P00127,Product_127,3C,Brand_C,1570.33,1465.75,171g,EMP0006,2024-07-27,
P00128,Product_128,服飾,Brand_H,841.19,771.24,2013g,EMP0006,2025-01-09,2025-03-12
P00129,Product_129,3C,Brand_C,1494.91,1133.74,2067g,EMP0005,2024-10-31,
P00130,Product_130,家居,Brand_J,1942.26,1737.53,2395g,EMP0002,2024-11-22,
P00131,Product_131,美妝,Brand_E,3805.92,3243.19,2295g,EMP0000,2024-11-04,
P00132,Product_132,家居,Brand_H,2744.34,2587.16,3202g,EMP0009,2025-05-27,
P00133,Product_133,家居,Brand_G,479.67,380.57,3124g,EMP0006,2024-09-23,
P00134,Product_134,美妝,Brand_J,188.34,163.92,4997g,EMP0003,2025-05-02,
P00135,Product_135,食品,Brand_B,601.43,430.55,22x34x82cm,EMP0000,2024-07-20,
P00136,Product_136,圖書,Brand_E,2111.44,1687.17,38x73x16cm,EMP0000,2024-08-05,
P00137,Product_137,3C,Brand_A,4672.65,4396.75,582g,EMP0000,2024-08-01,
P00138,Product_138,美妝,Brand_F,3223.27,2690.61,3892g,EMP0000,2024-11-05,
P00139,Product_139,家居,Brand_D,4028.95,3110.23,2973g,EMP0005,2024-07-28,
P00140,Product_140,圖書,Brand_B,2385.24,1741.39,74x93x40cm,EMP0003,2024-09-28,2024-11-28
P00141,Product_141,3C,Brand_G,1872.16,1639.79,57x83x78cm,EMP0008,2025-04-19,
P00142,Product_142,服飾,Brand_I,631.16,543.56,4658g,EMP0008,2025-03-10,
P00143,Product_143,3C,Brand_G,4392.07,3485.04,38x99x50cm,EMP0002,2025-04-25,
P00144,Product_144,食品,Brand_C,3937.48,3692.31,1884g,EMP0003,2025-02-14,
P00145,Product_145,圖書,Brand_E,923.78,651.77,2069g,EMP0004,2024-10-09,
P00146,Product_146,圖書,Brand_I,2610.08,2025.24,734g,EMP0003,2025-04-01,
P00147,Product_147,3C,Brand_D,2488.14,2314.64,2043g,EMP0000,2024-12-27,
P00148,Product_148,食品,Brand_J,3162.95,2467.84,48x89x44cm,EMP0009,2024-09-16,2025-05-14
P00149,Product_149,3C,Brand_C,4736.32,3614.11,27x29x15cm,EMP0008,2024-12-06,
P00150,Product_150,食品,Brand_A,2940.88,2451.39,600g,EMP0008,2025-06-10,
P00151,Product_151,3C,Brand_H,2747.06,2488.7,45x81x26cm,EMP0005,2024-12-23,
P00152,Product_152,美妝,Brand_A,346.58,251.54,264g,EMP0009,2025-05-31,
P00153,Product_153,家居,Brand_C,408.25,382.02,2522g,EMP0005,2025-03-18,
P00154,Product_154,美妝,Brand_B,1018.0,914.95,90x32x74cm,EMP0000,2024-08-03,
P00155,Product_155,美妝,Brand_A,259.11,193.12,4726g,EMP0003,2025-06-09,
P00156,Product_156,食品,Brand_B,3742.43,3285.86,51x53x66cm,EMP0002,2024-08-31,
P00157,Product_157,美妝,Brand_J,3644.32,2901.75,4092g,EMP0007,2025-02-21,
P00158,Product_158,服飾,Brand_G,766.68,613.78,2740g,EMP0006,2024-10-10,
P00159,Product_159,家居,Brand_H,4196.79,3759.58,1646g,EMP0007,2024-08-07,2025-05-09
P00160,Product_160,食品,Brand_D,858.45,807.54,4805g,EMP0004,2024-10-24,2024-11-23
P00161,Product_161,家居,Brand_D,1575.76,1152.93,85x61x97cm,EMP0004,2025-04-10,
P00162,Product_162,3C,Brand_F,1319.99,1062.8,20x30x58cm,EMP0000,2025-06-21,
P00163,Product_163,服飾,Brand_E,1924.3,1578.38,848g,EMP0000,2024-10-21,
P00164,Product_164,圖書,Brand_H,1347.85,1070.3,2912g,EMP0000,2025-05-09,2025-06-04
P00165,Product_165,圖書,Brand_J,2495.86,1973.72,55x76x83cm,EMP0008,2025-04-24,
P00166,Product_166,圖書,Brand_B,2096.3,1494.8,529g,EMP0008,2025-05-08,
P00167,Product_167,3C,Brand_J,4934.19,4299.58,62x54x91cm,EMP0003,2025-02-16,2025-06-26
P00168,Product_168,圖書,Brand_C,374.04,302.62,4490g,EMP0005,2024-07-28,
P00169,Product_169,圖書,Brand_J,796.69,596.48,412g,EMP0005,2024-12-21,2025-07-27
P00170,Product_170,3C,Brand_C,358.85,324.4,41x97x91cm,EMP0005,2025-06-24,
P00171,Product_171,圖書,Brand_J,3166.62,2851.99,2189g,EMP0006,2024-12-20,
P00172,Product_172,美妝,Brand_H,367.1,301.61,3455g,EMP0004,2024-10-31,
P00173,Product_173,服飾,Brand_A,4198.55,3252.25,1601g,EMP0004,2024-07-12,
P00174,Product_174,圖書,Brand_E,2608.5,2242.07,609g,EMP0006,2025-06-24,
P00175,Product_175,圖書,Brand_H,2682.34,2070.87,1605g,EMP0002,2024-09-02,
P00176,Product_176,美妝,Brand_J,2851.81,2164.53,98x58x31cm,EMP0000,2025-02-23,2025-07-04
P00177,Product_177,3C,Brand_J,936.99,827.01,63x33x19cm,EMP0007,2025-03-08,
P00178,Product_178,服飾,Brand_B,1068.68,758.85,1693g,EMP0003,2024-07-26,
P00179,Product_179,圖書,Brand_G,1662.2,1202.92,46x42x67cm,EMP0001,2024-07-23,
P00180,Product_180,家居,Brand_B,3008.13,2110.8,89x98x18cm,EMP0008,2024-08-19,
P00181,Product_181,家居,Brand_A,1129.58,833.9,3073g,EMP0000,2024-12-29,
P00182,Product_182,圖書,Brand_H,670.03,480.58,2417g,EMP0002,2024-08-11,
P00183,Product_183,家居,Brand_D,4853.57,4605.8,2409g,EMP0001,2024-07-27,
P00184,Product_184,美妝,Brand_E,207.71,160.39,3002g,EMP0002,2025-04-02,
P00185,Product_185,3C,Brand_C,4033.22,2973.76,71x87x24cm,EMP0009,2025-03-10,
P00186,Product_186,3C,Brand_F,3961.37,3011.63,48x76x68cm,EMP0003,2024-11-19,
P00187,Product_187,美妝,Brand_H,1556.35,1453.68,1637g,EMP0008,2025-01-02,
P00188,Product_188,3C,Brand_I,764.57,634.62,3047g,EMP0008,2025-05-11,
P00189,Product_189,食品,Brand_A,813.58,643.71,2454g,EMP0007,2024-12-05,
P00190,Product_190,服飾,Brand_C,3517.41,3230.21,96x18x95cm,EMP0008,2025-05-05,
P00191,Product_191,美妝,Brand_J,3249.75,2595.73,4193g,EMP0006,2025-05-13,2025-07-19
P00192,Product_192,服飾,Brand_B,3935.45,3084.42,3787g,EMP0008,2025-06-13,
P00193,Product_193,服飾,Brand_J,4693.66,3528.79,12x64x95cm,EMP0000,2025-05-19,
P00194,Product_194,美妝,Brand_H,3490.44,2772.98,39x87x28cm,EMP0003,2024-08-19,
P00195,Product_195,服飾,Brand_B,863.67,672.95,4193g,EMP0008,2025-04-24,
P00196,Product_196,美妝,Brand_H,1292.87,1123.93,1488g,EMP0003,2025-04-06,
P00197,Product_197,圖書,Brand_C,4226.75,3264.72,19x28x61cm,EMP0005,2025-04-28,
P00198,Product_198,食品,Brand_B,1125.6,950.34,28x17x30cm,EMP0006,2024-08-04,
P00199,Product_199,3C,Brand_F,455.36,326.25,93x98x84cm,EMP0002,2024-10-13,
P00200,Product_200,服飾,Brand_D,3546.07,2651.83,3474g,EMP0002,2024-09-03,
P00201,Product_201,食品,Brand_D,2072.38,1661.74,2100g,EMP0002,2025-02-26,
P00202,Product_202,圖書,Brand_F,4608.2,4305.15,1126g,EMP0008,2024-12-17,
P00203,Product_203,美妝,Brand_D,3286.25,2610.31,4046g,EMP0006,2025-03-26,
P00204,Product_204,家居,Brand_G,543.05,470.29,2621g,EMP0003,2024-11-10,
P00205,Product_205,服飾,Brand_E,4744.5,3623.72,4715g,EMP0003,2024-12-20,
P00206,Product_206,3C,Brand_G,1366.93,1000.26,1807g,EMP0008,2025-04-17,
P00207,Product_207,食品,Brand_C,1752.34,1252.28,46x77x86cm,EMP0006,2025-05-04,
P00208,Product_208,美妝,Brand_H,2071.08,1607.89,95x68x12cm,EMP0003,2024-09-15,2024-11-05
P00209,Product_209,食品,Brand_B,351.0,259.53,1944g,EMP0000,2025-04-08,
P00210,Product_210,3C,Brand_C,2532.93,1883.24,24x46x55cm,EMP0003,2024-11-20,2025-03-30
P00211,Product_211,家居,Brand_C,704.26,626.93,1837g,EMP0008,2025-04-18,
P00212,Product_212,服飾,Brand_J,2064.75,1453.5,1979g,EMP0005,2024-07-05,2024-09-21
P00213,Product_213,服飾,Brand_I,1818.48,1526.53,2597g,EMP0004,2024-10-31,
P00214,Product_214,家居,Brand_E,3886.92,3089.58,83x36x86cm,EMP0003,2025-02-26,
P00215,Product_215,3C,Brand_E,4035.54,3335.93,4241g,EMP0000,2024-11-23,
P00216,Product_216,家居,Brand_E,851.72,716.05,3546g,EMP0000,2024-08-25,
P00217,Product_217,服飾,Brand_I,1896.1,1475.81,32x20x77cm,EMP0009,2025-03-24,
P00218,Product_218,家居,Brand_E,1929.43,1492.95,4012g,EMP0002,2024-09-12,
P00219,Product_219,家居,Brand_B,841.91,743.7,29x51x19cm,EMP0001,2024-11-23,
P00220,Product_220,3C,Brand_A,4012.42,3682.68,14x26x53cm,EMP0003,2024-08-07,
P00221,Product_221,圖書,Brand_A,3565.42,2667.45,84x89x32cm,EMP0001,2025-03-09,
P00222,Product_222,服飾,Brand_F,1032.87,748.22,4839g,EMP0003,2024-07-06,
P00223,Product_223,家居,Brand_G,1896.94,1753.62,77x49x30cm,EMP0006,2024-09-19,
P00224,Product_224,家居,Brand_H,618.44,487.01,2837g,EMP0007,2025-06-21,
P00225,Product_225,食品,Brand_E,3178.21,2662.8,857g,EMP0008,2025-02-09,
P00226,Product_226,3C,Brand_D,694.72,548.75,3267g,EMP0005,2025-07-10,
P00227,Product_227,圖書,Brand_H,4931.08,3606.84,49x63x69cm,EMP0008,2025-03-08,
P00228,Product_228,食品,Brand_F,3925.34,3326.07,3193g,EMP0001,2024-10-21,
P00229,Product_229,服飾,Brand_I,2012.17,1672.69,34x92x76cm,EMP0003,2024-11-20,
P00230,Product_230,美妝,Brand_H,2934.96,2203.42,4317g,EMP0004,2024-12-20,2025-03-25
P00231,Product_231,服飾,Brand_G,4565.57,3711.66,1045g,EMP0002,2024-08-26,
P00232,Product_232,食品,Brand_G,2815.09,2531.43,12x98x19cm,EMP0005,2025-05-25,2025-07-24
P00233,Product_233,3C,Brand_H,955.04,809.5,3835g,EMP0001,2024-10-05,
P00234,Product_234,圖書,Brand_H,1955.65,1416.34,55x77x53cm,EMP0002,2025-03-21,2025-06-01
P00235,Product_235,食品,Brand_I,4231.41,3541.71,4244g,EMP0000,2024-08-12,
P00236,Product_236,3C,Brand_J,3256.64,2851.79,94x27x39cm,EMP0001,2024-07-19,
P00237,Product_237,食品,Brand_C,3288.55,2953.7,2327g,EMP0005,2024-10-09,
P00238,Product_238,服飾,Brand_D,4347.43,3726.96,62x48x69cm,EMP0000,2025-03-14,
P00239,Product_239,服飾,Brand_G,4480.47,3307.32,4467g,EMP0002,2025-01-18,2025-05-22
P00240,Product_240,食品,Brand_C,4606.98,4042.82,12x40x63cm,EMP0008,2024-07-28,
P00241,Product_241,食品,Brand_D,564.76,490.97,3644g,EMP0003,2025-03-25,
P00242,Product_242,圖書,Brand_I,2766.22,1953.25,50x23x14cm,EMP0004,2024-11-17,
P00243,Product_243,3C,Brand_B,3728.5,2993.75,20x27x88cm,EMP0008,2025-02-12,
P00244,Product_244,服飾,Brand_D,3808.94,2983.3,92x99x18cm,EMP0002,2024-11-08,
P00245,Product_245,3C,Brand_C,3072.91,2665.3,92x84x36cm,EMP0002,2024-10-09,2025-06-24
P00246,Product_246,食品,Brand_E,917.26,691.65,58x84x93cm,EMP0001,2024-12-01,
P00247,Product_247,圖書,Brand_G,4007.36,3397.11,456g,EMP0004,2024-08-01,
P00248,Product_248,服飾,Brand_G,3628.55,3368.39,4526g,EMP0000,2024-10-12,
P00249,Product_249,食品,Brand_F,522.07,469.58,33x26x69cm,EMP0007,2025-01-10,
P00250,Product_250,美妝,Brand_F,2372.67,2207.45,50x27x64cm,EMP0000,2024-11-22,
P00251,Product_251,服飾,Brand_G,952.49,899.75,11x22x10cm,EMP0000,2025-02-09,
P00252,Product_252,食品,Brand_I,1753.64,1232.23,3421g,EMP0000,2024-07-23,
P00253,Product_253,家居,Brand_B,188.6,161.38,2327g,EMP0009,2024-08-15,
P00254,Product_254,美妝,Brand_H,2061.62,1655.91,4054g,EMP0006,2024-08-22,
P00255,Product_255,3C,Brand_I,2794.4,2556.77,18x27x16cm,EMP0001,2025-04-06,
P00256,Product_256,美妝,Brand_D,3135.95,2392.58,3372g,EMP0000,2025-06-25,
P00257,Product_257,圖書,Brand_J,3351.1,3167.65,34x89x53cm,EMP0004,2025-04-10,
P00258,Product_258,圖書,Brand_H,4197.83,3582.54,3103g,EMP0004,2025-02-05,
P00259,Product_259,服飾,Brand_B,1155.77,1038.33,69x76x14cm,EMP0009,2025-05-10,
P00260,Product_260,圖書,Brand_C,690.36,498.03,30x14x84cm,EMP0004,2024-10-30,
P00261,Product_261,圖書,Brand_F,4272.53,3186.73,3104g,EMP0000,2024-10-17,2024-11-27
P00262,Product_262,食品,Brand_H,867.4,771.64,2577g,EMP0009,2024-11-06,
P00263,Product_263,圖書,Brand_D,4876.32,3440.23,35x67x98cm,EMP0008,2025-06-28,
P00264,Product_264,圖書,Brand_J,4228.44,3823.44,780g,EMP0009,2024-09-29,
P00265,Product_265,食品,Brand_C,2554.3,1796.92,769g,EMP0006,2024-12-18,
P00266,Product_266,家居,Brand_G,4908.96,4242.71,99x63x35cm,EMP0004,2025-04-07,
P00267,Product_267,美妝,Brand_B,577.15,456.68,1724g,EMP0003,2024-08-06,
P00268,Product_268,服飾,Brand_E,1585.02,1351.82,2584g,EMP0001,2024-09-03,
P00269,Product_269,服飾,Brand_D,3227.3,2820.69,487g,EMP0003,2024-07-28,
P00270,Product_270,食品,Brand_E,1815.03,1425.92,1829g,EMP0000,2025-03-23,
P00271,Product_271,食品,Brand_J,4649.03,3379.8,54x17x59cm,EMP0008,2025-05-18,2025-06-08
P00272,Product_272,圖書,Brand_E,421.57,302.44,75x23x21cm,EMP0001,2025-05-11,
P00273,Product_273,食品,Brand_I,2792.12,2365.58,20x18x51cm,EMP0008,2025-01-21,
P00274,Product_274,食品,Brand_D,2995.24,2486.54,22x24x80cm,EMP0002,2025-06-13,
P00275,Product_275,食品,Brand_D,3298.37,2920.87,1966g,EMP0001,2025-02-14,
P00276,Product_276,食品,Brand_J,1352.76,1119.32,583g,EMP0000,2025-06-30,
P00277,Product_277,服飾,Brand_I,1886.38,1519.69,53x16x50cm,EMP0005,2025-06-16,
P00278,Product_278,服飾,Brand_C,4234.03,3385.2,2224g,EMP0008,2025-03-02,
P00279,Product_279,3C,Brand_J,1055.22,745.63,258g,EMP0005,2025-05-06,
P00280,Product_280,服飾,Brand_G,4151.65,3254.43,405g,EMP0001,2024-07-11,
P00281,Product_281,3C,Brand_D,2857.01,2697.03,1417g,EMP0002,2024-11-13,
P00282,Product_282,服飾,Brand_F,3834.72,3521.76,32x75x18cm,EMP0009,2025-03-08,
P00283,Product_283,3C,Brand_J,3596.68,2813.84,3698g,EMP0008,2025-06-07,
P00284,Product_284,食品,Brand_H,1116.81,945.88,99x10x40cm,EMP0004,2024-11-17,
P00285,Product_285,圖書,Brand_F,2887.18,2632.6,62x68x22cm,EMP0008,2024-08-04,
